measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,6,China,2,Female,15,50-54 years,494,Stroke,3,Rate,2010,52.46842755490924,60.05919167474663,46.19520488014823
1,Deaths,6,China,3,Both,15,50-54 years,494,Stroke,3,Rate,2010,76.69733237317979,85.53412364687034,68.38728194762673
1,Deaths,6,China,1,Male,16,55-59 years,494,Stroke,1,Number,2010,70607.2929589236,80899.05338769242,61354.66224875319
1,Deaths,6,China,2,Female,16,55-59 years,494,Stroke,1,Number,2010,38516.898995449366,43760.39256162648,33907.92416842767
1,Deaths,6,China,3,Both,16,55-59 years,494,Stroke,1,Number,2010,109124.19195437296,121020.26547619705,98056.91005452661
1,Deaths,6,China,1,Male,16,55-59 years,494,Stroke,2,Percent,2010,0.17442714042206836,0.18631280470148653,0.16840770817533482
1,Deaths,6,China,2,Female,16,55-59 years,494,Stroke,2,Percent,2010,0.18650207584004364,0.19513981336516129,0.17972826164036862
1,Deaths,6,China,3,Both,16,55-59 years,494,Stroke,2,Percent,2010,0.1785037216713629,0.18856916812995375,0.17342324073941626
1,Deaths,6,China,1,Male,16,55-59 years,494,Stroke,3,Rate,2010,168.11280737897368,192.6170287709296,146.08270738303455
1,Deaths,6,China,2,Female,16,55-59 years,494,Stroke,3,Rate,2010,93.79965677888758,106.56906214788758,82.5754858785188
1,Deaths,6,China,3,Both,16,55-59 years,494,Stroke,3,Rate,2010,131.3753837418108,145.69715049178959,118.05140506640356
1,Deaths,6,China,1,Male,17,60-64 years,494,Stroke,1,Number,2010,100076.01201367861,113027.40679490275,87580.253445472
1,Deaths,6,China,2,Female,17,60-64 years,494,Stroke,1,Number,2010,55013.19441194667,61641.993259886665,48831.25743241561
1,Deaths,6,China,3,Both,17,60-64 years,494,Stroke,1,Number,2010,155089.2064256253,170420.5647002525,140861.28521022206
1,Deaths,6,China,1,Male,17,60-64 years,494,Stroke,2,Percent,2010,0.19885386391479423,0.20779322394937755,0.19284338438972465
1,Deaths,6,China,2,Female,17,60-64 years,494,Stroke,2,Percent,2010,0.20903853489087762,0.2173235419417508,0.20066301607210302
1,Deaths,6,China,3,Both,17,60-64 years,494,Stroke,2,Percent,2010,0.20234678958001406,0.21088369567748816,0.19623866272478516
1,Deaths,6,China,1,Male,17,60-64 years,494,Stroke,3,Rate,2010,328.70361090802976,371.2429781871919,287.66079875197477
1,Deaths,6,China,2,Female,17,60-64 years,494,Stroke,3,Rate,2010,187.321399928857,209.89263748951885,166.27173899467488
1,Deaths,6,China,3,Both,17,60-64 years,494,Stroke,3,Rate,2010,259.2857391146753,284.9174555537877,235.49880285118783
1,Deaths,6,China,1,Male,18,65-69 years,494,Stroke,1,Number,2010,118882.90949726192,134105.41872558105,104952.78099290407
1,Deaths,6,China,2,Female,18,65-69 years,494,Stroke,1,Number,2010,69896.2646320118,77429.06792314666,62453.56491287208
1,Deaths,6,China,3,Both,18,65-69 years,494,Stroke,1,Number,2010,188779.17412927415,206029.4771252339,172049.91062522575
1,Deaths,6,China,1,Male,18,65-69 years,494,Stroke,2,Percent,2010,0.22005845564248988,0.23096087569665857,0.21351888306915132
1,Deaths,6,China,2,Female,18,65-69 years,494,Stroke,2,Percent,2010,0.23058075017719504,0.23951747506152166,0.22046940849955624
1,Deaths,6,China,3,Both,18,65-69 years,494,Stroke,2,Percent,2010,0.2238364454571321,0.23342846541386508,0.21662605081307512
